Company,TypeName,Inches,Ram,OpSys,Weight,Price,ScreenBreadth,ScreenLength,Screen Panel Type,Additional Screen Features,CPU Brand,CPU Series,CPU Clock Speed,Memory Size,Additional Memory,Memory Type,GPU Brand,GPU Series
Dell,Notebook,15.6,16,Windows 10,1.9,81912,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
Dell,Netbook,11.6,4,Chrome OS,1.3,15717,1366,768,Standard,Standard,Intel,Celeron,1.6,16,0,Flash,Intel,HD
MSI,Gaming,17.3,16,Windows 10,4.5,125154,1920,1080,Standard,Full HD,Intel,Core,2.7,128,1024,SSD,Nvidia,GeForce
HP,Gaming,17.3,16,Windows 10,3.8,79813,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Lenovo,Ultrabook,14,12,Windows 10,8.4,89137,1920,1080,IPS Panel,Full HD,Intel,Core,2.6,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,12,Windows 10,2.2,32447,1366,768,Touchscreen,Standard,Intel,Core,1.8,1024,0,HDD,Intel,HD
Asus,Gaming,17.3,8,Windows 10,2.7,94305,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,39373,1366,768,Touchscreen,Standard,Intel,Core,2.5,1024,0,HDD,Intel,HD
Lenovo,Notebook,15.6,12,Windows 10,2.2,50562,1920,1080,Standard,Full HD,AMD,A12-Series,3.6,512,0,SSD,AMD,Radeon
Dell,2 in 1 Convertible,31.6,4,Windows 10,1.4,32127,1366,768,Touchscreen,Standard,Intel,Core,1.0,128,0,SSD,Intel,HD
Samsung,Notebook,15.6,16,Windows 10,2.5,90522,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,17.3,4,No OS,2.8,28185,1920,1080,Standard,Full HD,Intel,Core,2,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.3,24455,1366,768,Standard,Standard,Intel,Core,2.3,1024,0,HDD,Intel,HD
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.4,107892,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Lenovo,Notebook,14,8,Windows 10,1.7,78534,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.3,88977,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Workstation,15.6,8,Windows 10,2.1,93932,1920,1080,Touchscreen,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,Quadro
HP,Notebook,15.6,8,Windows 10,1.8,64948,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
HP,Notebook,15.6,4,Windows 10,2.1,35616,1366,768,Standard,Standard,Intel,Core,2.4,500,0,HDD,Intel,HD
Acer,Notebook,14,4,Windows 10,1.6,17529,1920,1080,Standard,Full HD,Intel,Celeron,1.1,32,0,Flash,Intel,HD
MSI,Gaming,17.3,16,Windows 10,4.1,117162,1920,1080,Standard,Full HD,Intel,Core,2.7,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,15.6,4,Linux,2.2,24775,1366,768,Standard,Standard,Intel,Core,2,1024,0,HDD,AMD,Radeon
MSI,Gaming,15.6,16,Windows 10,1.8,122490,3840,2160,Standard,4K Ultra HD,Intel,Core,2.8,256,2048,SSD,Nvidia,GeForce
Toshiba,Notebook,15.6,8,Windows 10,2.2,74538,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,6,Windows 10,2.4,30049,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Intel,HD
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,69210,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,0,SSD,Intel,HD
Acer,Notebook,14,4,Windows 10,1.6,18594,1366,768,Standard,Standard,Intel,Pentium,1.6,128,0,Flash,Intel,HD
Lenovo,Notebook,15.6,32,Windows 10,2.5,261018,3840,2160,IPS Panel,4K Ultra HD,Intel,Xeon,3.1,1024,0,SSD,Nvidia,Quadro
Dell,Gaming,15.6,16,Windows 10,2.6,46833,1920,1080,Standard,Full HD,Intel,Core,2.6,1024,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,4,Linux,2.2,23650,1366,768,Standard,Standard,Intel,Core,2.0,1024,0,HDD,Intel,HD
Dell,Notebook,15.6,4,Linux,2.2,19127,1366,768,Standard,Standard,Intel,Core,2.0,1024,0,HDD,Intel,HD
Dell,Notebook,15.6,4,Linux,1.9,46300,1366,768,Standard,Standard,Intel,Core,2.6,500,0,HDD,Intel,HD
Asus,Gaming,17.3,8,Windows 10,3.0,62231,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
HP,Ultrabook,15.6,8,Windows 10,1.8,74005,1920,1080,Standard,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
MSI,Gaming,15.6,16,Windows 10,2.9,120831,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.2,20193,1366,768,IPS Panel,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
HP,Notebook,14,8,Windows 10,2.3,59886,1366,768,Standard,Standard,Intel,Core,2.6,256,0,SSD,Intel,HD
Lenovo,Notebook,14,8,Windows 7,1.6,78055,1920,1080,Standard,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
Dell,Notebook,15.6,4,Windows 10,2.2,41345,1920,1080,Standard,Full HD,Intel,Core,1.6,1024,0,HDD,AMD,Radeon
Fujitsu,Notebook,15.6,8,Windows 10,2.2,42570,1366,768,Standard,Standard,Intel,Core,2.5,256,0,SSD,Intel,HD
HP,Notebook,15.6,4,Windows 7,1.9,49656,1366,768,Standard,Standard,Intel,Core,2.3,500,0,HDD,Intel,HD
Mediacom,Notebook,14,2,Windows 10,1.4,12733,1920,1080,Standard,Full HD,Intel,Atom,1.44,32,0,Flash,Intel,HD
Lenovo,Notebook,15.6,4,No OS,2.2,24935,1920,1080,Standard,Full HD,Intel,Core,2.5,128,0,SSD,Intel,HD
Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,34046,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,1024,0,HDD,Intel,HD
Asus,Ultrabook,14,16,Windows 10,11.1,101232,1920,1080,Standard,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Dell,Gaming,15.6,16,Windows 10,2.6,78801,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,4,Windows 10,1.8,44169,1920,1080,Standard,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
Lenovo,Notebook,15.6,4,Windows 10,2.2,30849,1920,1080,Standard,Full HD,Intel,Core,2,1024,0,HDD,Nvidia,GeForce
Asus,Notebook,15.6,8,Windows 10,2.0,21258,1366,768,Standard,Standard,Intel,Celeron,1.1,1024,0,HDD,Intel,HD
Asus,Notebook,15.6,8,Windows 10,2.0,48304,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.2,99580,3200,1800,Touchscreen,Quad HD+,Intel,Core,1.6,256,0,SSD,Intel,UHD
Lenovo,Notebook,14,2,Windows 10,1.4,13266,1366,768,Standard,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.4,93635,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Dell,Notebook,15.6,16,Windows 10,2.1,127818,3840,2160,Touchscreen,4K Ultra HD,Intel,Core,2.8,1024,0,SSD,Nvidia,GeForce
Lenovo,Gaming,15.6,8,Windows 10,2.5,59087,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
HP,Notebook,17,8,Windows 10,2.6,27753,1600,900,Standard,Standard,AMD,A9-Series,3,1024,0,HDD,AMD,Radeon
Lenovo,Ultrabook,14,16,Windows 10,1.1,130536,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Asus,Gaming,15.6,8,No OS,2.5,62284,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
Acer,Notebook,15.6,4,Windows 10,2.4,23976,1366,768,Standard,Standard,Intel,Core,2,500,0,HDD,Intel,HD
Lenovo,Notebook,14,4,Windows 10,1.4,14598,1366,768,Standard,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
Acer,Ultrabook,14,8,Windows 10,1.8,48964,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,Graphics
Razer,Gaming,14,16,Windows 10,2.0,138474,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
Toshiba,Notebook,13.3,8,Windows 10,1.2,64628,1920,1080,Standard,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
Lenovo,Ultrabook,12.5,8,Windows 10,1.4,84395,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Asus,Gaming,17.3,32,Windows 10,3.8,149130,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Nvidia,GeForce
Acer,Gaming,15.6,8,Linux,2.4,37775,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.2,77250,1920,1080,Standard,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
MSI,Gaming,15.6,8,Windows 10,2.2,63499,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
HP,Notebook,15.6,4,No OS,1.9,19441,1366,768,Standard,Standard,Intel,Core,2,500,0,HDD,Intel,HD
Toshiba,Notebook,15.6,8,Windows 10,2.0,56689,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,500,0,HDD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,6.2,48964,1920,1080,Standard,Full HD,Intel,Core,1.8,256,0,SSD,AMD,Radeon
Dell,Notebook,15.6,16,Windows 10,2.2,60472,1920,1080,Standard,Full HD,Intel,Core,1.8,256,2048,SSD,AMD,Radeon
Lenovo,Gaming,15.6,8,Windows 10,3.3,63722,1920,1080,IPS Panel,Full HD,Intel,Core,2.6,128,1024,SSD,Nvidia,GeForce
Dell,Gaming,17.3,32,Windows 10,4.4,167691,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.8,512,1024,SSD,Nvidia,GeForce
Dell,Notebook,14,8,Windows 10,1.6,65481,1920,1080,Standard,Full HD,Intel,Core,2.4,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,22324,1366,768,Standard,Standard,Intel,Celeron,1.1,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,28504,1920,1080,Standard,Full HD,Intel,Core,2.3,500,0,HDD,Intel,HD
HP,Notebook,15.6,6,Windows 10,2.0,28717,1920,1080,Standard,Standard,Intel,Core,2,1024,0,HDD,AMD,Radeon
MSI,Gaming,17.3,8,Windows 10,2.7,79215,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Toshiba,Notebook,15.6,4,Windows 10,2.1,26533,1366,768,Standard,Standard,Intel,Core,2.1,128,0,SSD,Intel,HD
HP,Notebook,15.6,8,Windows 10,2.1,39693,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,AMD,Radeon
Toshiba,Notebook,15.6,8,Windows 10,2.0,67026,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Acer,Notebook,15.6,4,Linux,2.1,21951,1366,768,Standard,Standard,Intel,Core,2,128,0,SSD,Intel,HD
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.3,99519,2256,1504,Touchscreen,Standard,Intel,Core,2.8,256,0,SSD,Intel,Iris
Lenovo,Notebook,15.6,8,Windows 10,1.9,43580,1920,1080,Standard,Full HD,Intel,Core,2.5,128,1024,SSD,AMD,Radeon
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,55091,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Notebook,35.6,4,Windows 10,2.2,18594,1366,768,Standard,Standard,AMD,E-Series,2.2,128,0,SSD,AMD,Radeon
HP,2 in 1 Convertible,14,4,Windows 10,1.6,37242,1920,1080,IPS Panel,Full HD,Intel,Core,2.4,128,0,SSD,Nvidia,GeForce
MSI,Gaming,15.6,16,Windows 10,2.4,68944,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Asus,Ultrabook,14,8,Windows 10,1.1,60472,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,26373,1366,768,Touchscreen,Standard,Intel,Celeron,1.1,64,0,Flash,Intel,HD
LG,Ultrabook,15.6,8,Windows 10,1.1,122490,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,512,0,SSD,Intel,HD
Acer,Gaming,15.6,16,Windows 10,2.5,69210,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
MSI,Gaming,15.6,8,Windows 10,2.2,53168,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Asus,Notebook,15.6,4,Windows 10,1.9,22324,1366,768,Standard,Standard,Intel,Celeron,1.1,128,0,SSD,Intel,HD
Dell,Gaming,15.6,16,Windows 10,3.2,109277,1920,1080,Standard,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
HP,Notebook,17.3,4,Windows 10,2.5,37242,1920,1080,IPS Panel,Full HD,Intel,Core,2,256,0,SSD,AMD,Radeon
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.2,79866,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,512,0,SSD,Intel,UHD
Dell,Gaming,15.6,16,Windows 10,3.5,149916,1920,1080,Standard,Full HD,Intel,Core,2.9,256,1024,SSD,Nvidia,GeForce
HP,Notebook,15.6,4,Windows 10,1.9,32639,1366,768,Standard,Standard,Intel,Core,2.5,500,0,HDD,AMD,Radeon
Dell,Notebook,15.6,4,Windows 10,2.2,29073,1366,768,Standard,Standard,Intel,Core,2,1024,0,HDD,AMD,Radeon
HP,Notebook,17.3,6,Windows 10,2.6,30316,1920,1080,IPS Panel,Full HD,AMD,A10-Series,2.4,2048,0,HDD,AMD,Radeon
Lenovo,Notebook,15.6,4,Windows 10,2.1,16943,1366,768,Standard,Standard,Intel,Celeron,1.6,500,0,HDD,Intel,HD
Acer,Notebook,14,4,Chrome OS,1.4,19980,1366,768,Standard,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
Lenovo,Notebook,14,4,Windows 10,1.7,37242,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
HP,Workstation,17.3,8,Windows 10,3.1,101657,1920,1080,Standard,Full HD,Intel,Core,2.8,500,0,HDD,Nvidia,Quadro
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.4,137995,2560,1440,Touchscreen,Standard,Intel,Core,2.7,256,0,SSD,Intel,HD
Toshiba,Notebook,13.3,8,Windows 10,1.5,51841,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Acer,Netbook,11.6,4,Windows 10,1.4,14332,1366,768,Standard,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
Lenovo,2 in 1 Convertible,14,16,Windows 10,1.4,93186,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,35644,1920,1080,Touchscreen,Full HD,Intel,Core,0.9,64,0,Flash,Intel,HD
Toshiba,Ultrabook,13.3,16,Windows 10,1.4,100006,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,512,0,SSD,Intel,HD
Dell,Gaming,15.6,8,Windows 10,2.6,43636,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Lenovo,Notebook,15.6,4,Windows 10,2.2,21258,1920,1080,Standard,Full HD,AMD,A9-Series,2.9,256,0,SSD,AMD,Radeon
Lenovo,Notebook,15.6,8,Windows 10,2.2,22857,1366,768,Standard,Standard,AMD,A12-Series,3.6,1024,0,HDD,AMD,Radeon
Lenovo,Notebook,15.6,4,Windows 10,2.1,33110,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,1024,HDD,Intel,HD
Lenovo,Notebook,15.6,4,No OS,1.9,23976,1366,768,Standard,Standard,Intel,Core,2,500,0,HDD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.2,42357,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Acer,2 in 1 Convertible,13.3,1,Windows 10,1.6,53226,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
Lenovo,Workstation,15.6,16,Windows 7,2.2,98834,1920,1080,Standard,Full HD,Intel,Core,2.5,512,0,SSD,Nvidia,Quadro
Lenovo,Notebook,14,8,Windows 10,1.8,63456,1920,1080,Standard,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
HP,Notebook,17.3,6,Windows 10,2.7,34898,1920,1080,IPS Panel,Full HD,AMD,A10-Series,2.5,2048,0,HDD,AMD,Radeon
Lenovo,Gaming,15.6,8,Windows 10,2.5,66546,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,14,8,Linux,1.6,58021,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Linux,2.0,38681,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Intel,HD
Asus,Notebook,14,4,Windows 10,1.5,15877,1920,1080,Standard,Full HD,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Dell,Notebook,15.6,16,Windows 10,1.9,76012,1920,1080,Standard,Full HD,Intel,Core,2.6,512,0,SSD,Intel,HD
Lenovo,Notebook,14,8,Windows 10,1.9,45664,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,1.9,62817,1920,1080,Standard,Full HD,Intel,Core,2.6,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,15877,1366,768,Standard,Standard,AMD,A6-Series,2,500,0,HDD,AMD,Radeon
Mediacom,Notebook,14,4,Windows 10,1.4,14119,1920,1200,IPS Panel,Full HD,Intel,Atom,1.92,32,0,HDD,Intel,HD
HP,Notebook,17.3,8,Windows 10,2.6,63936,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,GeForce
Lenovo,Ultrabook,14,64,Windows 10,1.2,89864,2560,1440,IPS Panel,Quad HD+,Intel,Core,2.5,512,0,SSD,Intel,HD
HP,2 in 1 Convertible,13.3,8,Windows 10,1.6,44574,1366,768,IPS Panel,Standard,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Ultrabook,14,8,Windows 10,1.3,79866,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Gaming,17.3,32,Windows 10,4.4,194972,3840,2160,Standard,4K Ultra HD,Intel,Core,2.8,1024,1024,SSD,Nvidia,GeForce
MSI,Gaming,17.3,8,Windows 10,2.7,71847,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,4,No OS,1.9,26101,1366,768,Standard,Standard,Intel,Core,2.5,1024,0,HDD,Intel,HD
Dell,2 in 1 Convertible,13.3,4,Windows 10,1.7,34578,1920,1080,Touchscreen,Full HD,Intel,Core,2.4,1024,0,HDD,Intel,HD
Dell,Notebook,15.6,8,Linux,2.3,31409,1366,768,Standard,Standard,Intel,Core,2.5,1024,0,HDD,AMD,Radeon
HP,Notebook,15.6,4,Windows 10,2.1,26053,1920,1080,Standard,Full HD,AMD,A9-Series,3,1024,0,HDD,AMD,Radeon
Acer,Gaming,17.3,16,Windows 10,4.2,103096,1920,1080,IPS Panel,Full HD,Intel,Core,2.6,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,15.6,12,Windows 10,2.2,34578,1366,768,Standard,Standard,Intel,Core,2.5,1024,0,HDD,Intel,HD
HP,Notebook,15.6,6,Windows 10,2.1,34632,1920,1080,Standard,Full HD,AMD,A9-Series,3,128,1024,SSD,AMD,Radeon
Acer,Notebook,15.6,4,Windows 10,2.4,29783,1366,768,Standard,Standard,Intel,Core,2.5,500,0,HDD,Intel,HD
Lenovo,Notebook,13.3,8,Windows 10,1.4,51148,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,1.8,41505,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,Intel,HD
HP,Workstation,15.6,16,Windows 10,2.6,128884,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,Quadro
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.6,35111,1920,1080,Touchscreen,Full HD,Intel,Core,1.6,1024,0,HDD,Intel,UHD
MSI,Gaming,15.6,16,Windows 10,1.8,111593,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Acer,Notebook,15.6,4,Windows 10,2.4,21887,1366,768,Standard,Standard,Intel,Core,2,500,0,HDD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.0,64308,1920,1080,Standard,Full HD,Intel,Core,2.7,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.0,35431,1366,768,Standard,Standard,Intel,Core,2,256,0,SSD,Intel,HD
Toshiba,Notebook,14,8,Windows 10,1.2,81784,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.7,53226,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Workstation,15.6,16,Windows 10,2.5,175770,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.8,1024,0,SSD,Nvidia,Quadro
Acer,Notebook,14,2,Chrome OS,1.7,17582,1366,768,Standard,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
Samsung,Ultrabook,13.3,16,Windows 10,0.8,87858,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Dell,Notebook,14,8,Windows 10,1.6,60031,1366,768,Standard,Standard,Intel,Core,2.5,256,0,SSD,Intel,HD
HP,Workstation,17.3,16,Windows 7,3.0,233845,1920,1080,IPS Panel,Full HD,Intel,Xeon,2.9,256,0,SSD,Nvidia,Quadro
Lenovo,Netbook,11.6,4,Windows 10,1.4,25308,1366,768,Touchscreen,Standard,Intel,Celeron,1.6,128,0,SSD,Intel,HD
HP,Notebook,15.6,8,Windows 10,1.8,101232,1920,1080,Standard,Full HD,Intel,Core,2.4,256,0,SSD,Intel,HD
Asus,Notebook,15.6,4,No OS,2.4,30849,1366,768,Standard,Standard,Intel,Core,2.3,1024,0,HDD,Nvidia,GeForce
Asus,Notebook,15.6,4,Windows 10,2.4,45282,1366,768,Standard,Standard,Intel,Core,2.7,256,0,SSD,Intel,HD
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,63882,3200,1800,IPS Panel,Quad HD+,Intel,Core,1.8,256,0,SSD,Intel,HD
HP,Notebook,15.6,8,Windows 10,2.2,58554,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
HP,Workstation,15.6,8,Windows 7,2.6,83170,1920,1080,Standard,Full HD,Intel,Core,2.6,256,0,SSD,Nvidia,Quadro
Dell,Gaming,15.6,16,Windows 10,4.4,152859,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Acer,Notebook,15.6,4,Windows 10,2.1,31914,1366,768,Standard,Standard,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Gaming,15.6,8,Windows 10,2.5,55837,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Dell,Ultrabook,12.5,16,Windows 10,1.2,99047,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Intel,HD
Google,Ultrabook,12.3,8,Chrome OS,1.1,83063,2400,1600,Touchscreen,Standard,Intel,Core,1.2,256,0,SSD,Intel,HD
Asus,Ultrabook,13.3,8,Windows 10,1.2,60153,3200,1800,IPS Panel,Quad HD+,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Notebook,13.3,4,Windows 10,1.6,45234,1366,768,Standard,Standard,Intel,Core,2,500,0,HDD,Intel,HD
Acer,Notebook,13.3,4,Windows 10,1.6,34898,1366,768,Standard,Standard,Intel,Core,2.3,128,0,SSD,Intel,HD
Asus,Notebook,17.3,4,Windows 10,2.8,25059,1366,768,Standard,Standard,Intel,Pentium,1.1,1024,0,HDD,Nvidia,GeForce
Dell,Gaming,15.6,16,Windows 10,2.7,58554,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.6,128,1024,SSD,Nvidia,GeForce
Samsung,Ultrabook,13.3,8,Windows 10,1.3,85194,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Acer,Notebook,15.6,4,Linux,2.1,15877,1366,768,Standard,Standard,Intel,Pentium,1.1,1024,0,HDD,Intel,HD
Samsung,2 in 1 Convertible,15,16,Windows 10,1.7,95850,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,256,0,SSD,AMD,Radeon
Toshiba,Notebook,14,4,Windows 10,1.8,54345,1366,768,IPS Panel,Standard,Intel,Core,2.3,128,0,SSD,Intel,HD
Dell,Gaming,15.6,8,Windows 10,2.6,58554,1920,1080,Standard,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,44701,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,2048,0,HDD,Nvidia,GeForce
Lenovo,Notebook,15.6,16,Windows 7,2.5,126273,3840,2160,Standard,4K Ultra HD,Intel,Core,2.7,512,0,SSD,Nvidia,Quadro
Acer,Notebook,14,4,Windows 10,1.8,33886,1920,1080,IPS Panel,Full HD,Intel,Core,2.4,128,0,SSD,Intel,HD
Razer,Gaming,14,16,Windows 10,2.0,154458,1920,1080,Standard,Full HD,Intel,Core,2.8,512,0,SSD,Nvidia,GeForce
Asus,Notebook,15.6,8,Windows 10,2.0,31003,1920,1080,Standard,Standard,Intel,Pentium,1.1,128,0,SSD,Intel,HD
Dell,Gaming,17.3,32,Windows 10,4.4,191211,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,1024,1024,SSD,Nvidia,GeForce
Asus,Gaming,17.3,16,Windows 10,4.3,125208,1920,1080,IPS Panel,Full HD,Intel,Core,2.6,256,1024,SSD,Nvidia,GeForce
Toshiba,Ultrabook,14,16,Windows 10,1.5,93985,1920,1080,IPS Panel,Full HD,Intel,Core,2.6,512,0,SSD,Nvidia,GeForce
