Company,TypeName,Inches,Ram,OpSys,Weight,Price,Screen Panel Type,Additional Screen Features,Screen Resolution,CPU Brand,CPU Series,CPU Model Number,CPU Clock Speed,Gpu Brand,Gpu Series,Gpu Type,Main Storage Size,Main Storage Type,Additional Storage Size
Acer,Netbook,11.6,4,Windows 10,1.4,14332,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,32,Flash Storage,0
Lenovo,2 in 1 Convertible,14,16,Windows 10,1.38,93186,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,35644,Touchscreen,Full HD,1920x1080,Intel,Core,M3-6Y30,0.9,Intel,HD Graphics 515,HD Graphics,64,Flash Storage,0
Toshiba,Ultrabook,13.3,16,Windows 10,1.36,100006,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,512,SSD,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,21258,Standard,Full HD,1920x1080,AMD,A9-Series,A9,2.9,AMD,Radeon 530,Radeon,256,SSD,0
Lenovo,Notebook,15.6,4,No OS,1.90,23976,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Dell,Notebook,15.6,8,Windows 10,2.18,42357,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Workstation,15.6,16,Windows 7,2.18,98834,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Nvidia,Quadro M520M,Quadro,512,SSD,0
Lenovo,Notebook,14,8,Windows 10,1.8,63456,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,Gaming,15.6,8,Windows 10,2.5,66546,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,128,SSD,0
Dell,Notebook,14,8,Linux,1.64,58021,Standard,Full HD,1920x1080,Intel,Core,i5,2.8,Nvidia,GeForce 930MX,GeForce,256,SSD,0
Asus,Notebook,14,4,Windows 10,1.5,15877,Standard,Full HD,1920x1080,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,32,Flash Storage,0
Dell,Notebook,15.6,16,Windows 10,1.93,76012,Standard,Full HD,1920x1080,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Lenovo,Notebook,14,8,Windows 10,1.87,45664,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce 920MX,GeForce,256,SSD,0
Dell,Notebook,15.6,8,Windows 10,1.9,62817,Standard,Full HD,1920x1080,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,15.6,4,Windows 10,2.19,15877,Standard,Standard,1366x768,AMD,A6-Series,A6,2.3,AMD,Radeon R4,Radeon,500,HDD,0
Mediacom,Notebook,14,4,Windows 10,1.4,14119,IPS Panel,Full HD,1920x1200,Intel,Atom,Z8350,1.9,Intel,HD Graphics 400,HD Graphics,32,HDD,0
HP,Notebook,17.3,8,Windows 10,2.63,63936,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 930MX,GeForce,256,SSD,0
Lenovo,Ultrabook,14,64,Windows 10,1.17,89864,IPS Panel,Quad HD+,2560x1440,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,512,SSD,0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,44574,IPS Panel,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Ultrabook,14,8,Windows 10,1.32,79866,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
MSI,Gaming,17.3,8,Windows 10,2.7,71847,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,128,SSD,0
Acer,Gaming,17.3,16,Windows 10,4.2,103096,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
HP,Notebook,15.6,6,Windows 10,2.1,34632,Standard,Full HD,1920x1080,AMD,A9-Series,A9,2.3,AMD,Radeon 520,Radeon,128,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.4,29783,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Lenovo,Notebook,13.3,8,Windows 10,1.44,51148,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Workstation,15.6,16,Windows 10,2.6,128884,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,Quadro M2200,Quadro,256,SSD,0
MSI,Gaming,15.6,16,Windows 10,1.8,111593,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.4,21887,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Dell,Notebook,15.6,8,Windows 10,2.0,64308,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 940MX,GeForce,128,SSD,0
Dell,Notebook,15.6,8,Windows 10,2,35431,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Toshiba,Notebook,14,8,Windows 10,1.25,81784,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.7,53226,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Acer,Notebook,14,2,Chrome OS,1.68,17582,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
Samsung,Ultrabook,13.3,16,Windows 10,0.81,87858,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Notebook,14,8,Windows 10,1.6,60031,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Workstation,17.3,16,Windows 7,3,233845,IPS Panel,Full HD,1920x1080,Intel,Xeon,E3,2.9,Nvidia,Quadro M2000M,Quadro,256,SSD,0
Lenovo,Netbook,11.6,4,Windows 10,1.4,25308,Touchscreen,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,128,SSD,0
HP,Notebook,15.6,8,Windows 10,1.84,101232,Standard,Full HD,1920x1080,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Asus,Notebook,15.6,4,Windows 10,2.37,45282,Standard,Standard,1366x768,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,63882,IPS Panel,Quad HD+,3200x1800,Intel,Core,i5,1.8,Intel,HD Graphics 540,HD Graphics,256,SSD,0
HP,Notebook,15.6,8,Windows 10,2.2,58554,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
HP,Workstation,15.6,8,Windows 7,2.59,83170,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,Quadro M1000M,Quadro,256,SSD,0
Dell,Gaming,15.6,16,Windows 10,4.42,152859,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.1,31914,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Gaming,15.6,8,Windows 10,2.5,55837,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
Dell,Ultrabook,12.5,16,Windows 10,1.18,99047,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Google,Ultrabook,12.3,8,Chrome OS,1.1,83063,Touchscreen,Standard,2400x1600,Intel,Core,i5,1.2,Intel,HD Graphics 615,HD Graphics,256,SSD,0
Asus,Ultrabook,13.3,8,Windows 10,1.2,60153,IPS Panel,Quad HD+,3200x1800,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Notebook,13.3,4,Windows 10,1.65,45234,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Acer,Notebook,13.3,4,Windows 10,1.6,34898,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Dell,Gaming,15.6,16,Windows 10,2.72,58554,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960M,GeForce,128,SSD,0
Samsung,Ultrabook,13.3,8,Windows 10,1.31,85194,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Samsung,2 in 1 Convertible,15,16,Windows 10,1.71,95850,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.7,AMD,Radeon 540,Radeon,256,SSD,0
Toshiba,Notebook,14,4,Windows 10,1.75,54345,IPS Panel,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Lenovo,Notebook,15.6,16,Windows 7,2.5,126273,Standard,4K Ultra HD,3840x2160,Intel,Core,i7,2.7,Nvidia,Quadro M2000M,Quadro,512,SSD,0
Acer,Notebook,14,4,Windows 10,1.8,33886,IPS Panel,Full HD,1920x1080,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,128,SSD,0
Razer,Gaming,14,16,Windows 10,1.95,154458,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,512,SSD,0
Asus,Notebook,15.6,8,Windows 10,2,31003,Standard,Standard,1920x1080,Intel,Pentium,N4200,1.1,Intel,HD Graphics 505,HD Graphics,128,SSD,0
Asus,Gaming,17.3,16,Windows 10,4.3,125208,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Toshiba,Ultrabook,14,16,Windows 10,1.47,93985,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce 930M,GeForce,512,SSD,0
Lenovo,Ultrabook,14,16,Windows 10,1.7,122490,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
MSI,Gaming,14,16,Windows 10,1.6,100752,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
MSI,Gaming,15.6,8,Windows 10,2.2,58021,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
Acer,Gaming,17.3,16,Windows 10,4.2,122490,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Dell,Gaming,15.6,8,Windows 10,2.62,52480,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,256,SSD,0
Asus,Gaming,15.6,8,Windows 10,2.24,71341,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX1060,GeForce,128,SSD,0
Vero,Notebook,14,4,Windows 10,1.22,10810,Standard,Standard,1920x1080,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,32,Flash Storage,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,104961,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,51095,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.5,AMD,Radeon R7 M460,Radeon,256,SSD,0
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.42,124142,IPS Panel,Standard,2560x1440,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Asus,Notebook,14,4,Windows 10,1.63,15930,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,32,Flash Storage,0
Dell,Notebook,15.6,8,Windows 10,1.95,43156,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,71874,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Notebook,15.6,8,Windows 10,2,39373,Standard,Full HD,1920x1080,Intel,Core,i3,2.3,AMD,Radeon R5 M420X,Radeon,256,SSD,0
HP,Workstation,15.6,8,Windows 10,3.14,110017,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,Quadro M2200,Quadro,256,SSD,0
Asus,Notebook,15.6,8,Windows 10,2.37,58554,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Ultrabook,13.3,8,Windows 10,1.29,79866,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Notebook,15.6,8,Windows 10,2.06,93186,Touchscreen,4K Ultra HD,3840x2160,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,256,SSD,0
Dell,Netbook,11.6,4,Windows 10,1.63,39640,Standard,Standard,1366x768,Intel,Pentium,N4200,1.1,Intel,HD Graphics 505,HD Graphics,128,SSD,0
HP,Netbook,12.5,8,Windows 10,1.26,74005,Standard,Standard,1366x768,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Toshiba,Notebook,15.6,4,Windows 10,2.1,41558,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Dell,Gaming,15.6,16,Windows 10,2.62,89457,Standard,4K Ultra HD,3840x2160,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,512,SSD,0
MSI,Gaming,17.3,16,Windows 10,2.9,128671,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,512,SSD,0
Samsung,Ultrabook,13.3,8,Windows 10,0.81,79866,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Notebook,15.6,8,Windows 10,2.18,42081,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,AMD,Radeon R5 M420,Radeon,256,SSD,0
Lenovo,Ultrabook,14,8,Windows 10,1.32,99047,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Razer,Ultrabook,12.5,16,Windows 10,1.29,95850,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i7,2.5,Intel,HD Graphics 620,HD Graphics,512,SSD,0
HP,Netbook,11.6,4,Chrome OS,1.23,20512,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,16,Flash Storage,0
Dell,Gaming,17.3,16,Windows 10,4.36,133467,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
Dell,Notebook,14,4,Windows 10,1.76,40226,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Lenovo,Notebook,15.6,4,Windows 10,2.1,26101,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Toshiba,Ultrabook,14,4,Windows 10,1.25,58075,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
Lenovo,Ultrabook,14,8,Windows 10,1.13,133146,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
MSI,Gaming,15.6,8,Windows 10,2.4,63882,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,256,SSD,0
Lenovo,Ultrabook,14,8,Windows 10,1.13,99900,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,Flash Storage,0
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,72354,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Notebook,14,4,Windows 10,1.76,31168,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Acer,Netbook,11.6,4,Chrome OS,1.35,18914,IPS Panel,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
Acer,Notebook,14,8,Windows 10,1.5,32980,IPS Panel,Full HD,1920x1080,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,128,SSD,0
Razer,Gaming,17.3,32,Windows 10,3.49,292986,Touchscreen,4K Ultra HD,3840x2160,Intel,Core,i7,2.9,Nvidia,GeForce GTX 1080,GeForce,512,SSD,0
Lenovo,Ultrabook,14,16,Windows 10,1.1,111834,IPS Panel,Quad HD+,2560x1440,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,512,SSD,0
Lenovo,Notebook,14,8,Windows 10,1.7,63190,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,Notebook,14,8,Windows 10,1.32,87912,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Gaming,15.6,16,Windows 10,3.21,147832,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Asus,Gaming,17.3,16,Windows 10,2.9,128884,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Toshiba,Notebook,15.6,4,Windows 10,2.0,35644,Standard,Standard,1366x768,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Lenovo,Notebook,14,4,Chrome OS,1.5,17316,Standard,Standard,1366x768,Intel,Celeron,N3160,1.6,Intel,HD Graphics 400,HD Graphics,16,Flash Storage,0
Asus,Notebook,15.6,8,Windows 10,2.3,31435,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,HDD,0
Asus,Gaming,17.3,16,Windows 10,2.73,95850,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1060,GeForce,512,SSD,0
Dell,Gaming,17.3,32,Windows 10,4.42,163723,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,512,SSD,0
Dell,Notebook,15.6,8,Windows 10,2.18,38041,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
HP,Ultrabook,14,8,Windows 7,1.54,99633,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,512,SSD,0
Dell,Notebook,15.6,4,Windows 10,2.18,39373,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,AMD,Radeon R5 M420,Radeon,256,SSD,0
HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,32767,Touchscreen,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,32,Flash Storage,0
Asus,Ultrabook,13.3,8,Windows 10,1.45,54665,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.3,Nvidia,GeForce 940M,GeForce,512,SSD,0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,121318,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Ultrabook,14,8,Windows 10,1.54,78215,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,512,SSD,0
HP,Notebook,15.6,4,No OS,1.86,15930,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,128,SSD,0
Asus,Gaming,15.6,16,Windows 10,2.1,101178,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
Lenovo,Ultrabook,14,8,Windows 10,1.96,101391,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GT 940MX,GeForce,256,SSD,0
Asus,Notebook,15.6,8,Windows 10,2.3,41931,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 930MX,GeForce,256,SSD,0
Dell,Notebook,15.6,8,Windows 10,1.9,50349,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,136343,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.8,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,15.6,8,Windows 10,1.84,71874,Standard,Full HD,1920x1080,Intel,Core,i5,2.6,AMD,Radeon R7 M465,Radeon,256,SSD,0
Toshiba,Notebook,13.3,4,Windows 10,1.05,68464,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
Dell,Ultrabook,13.3,16,Windows 10,1.29,119347,Touchscreen,Quad HD+,3200x1800,Intel,Core,i7,2.5,Intel,Iris Plus Graphics 640,Iris,512,SSD,0
HP,Notebook,15.6,4,Windows 10,2.07,48484,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,58341,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,103896,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Acer,Notebook,14,8,Windows 10,1.56,48058,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,15.6,4,Windows 10,2.38,56210,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Toshiba,Notebook,15.6,8,Windows 10,2.0,73952,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,13.3,4,Windows 10,1.44,39160,IPS Panel,Full HD,1920x1080,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,180,SSD,0
Samsung,Ultrabook,15,16,Windows 10,1.23,98514,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 940MX,GeForce,256,SSD,0
Dell,Ultrabook,12.5,8,Windows 10,1.6,90043,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,49816,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.3,Nvidia,GeForce 940MX,GeForce,256,SSD,0
Dell,Notebook,15.6,4,Windows 10,2.18,48618,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce 940MX,GeForce,128,SSD,0
HP,Notebook,15.6,4,Windows 10,2.04,44701,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,90576,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,36486,Touchscreen,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Asus,Notebook,14.1,4,Windows 10,1.65,18541,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,32,Flash Storage,0
Dell,Notebook,15.6,4,Windows 10,2.2,19660,Standard,Standard,1366x768,Intel,Pentium,N3710,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,95850,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Asus,Gaming,17.3,12,Windows 10,2.2,72988,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
Acer,Netbook,11.6,4,Chrome OS,1.25,15824,IPS Panel,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
Lenovo,Notebook,17.3,4,Windows 10,2.8,20193,Standard,Standard,1600x900,AMD,A4-Series,A4,2.2,AMD,Radeon R3,Radeon,500,HDD,0
HP,Notebook,14,4,Windows 10,1.95,67399,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,74538,Touchscreen,Quad HD+,3200x1800,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Samsung,Ultrabook,15,8,Windows 10,1.17,90522,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Ultrabook,14,8,Windows 10,1.32,95850,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
MSI,Gaming,17.3,16,Windows 10,2.43,141138,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1060,GeForce,512,SSD,0
Toshiba,Notebook,13.3,8,Windows 10,1.05,78588,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Notebook,15.6,8,Windows 10,1.9,49816,Standard,Full HD,1920x1080,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,107257,Touchscreen,Quad HD+,3200x1800,Intel,Core,i7,1.3,Intel,HD Graphics 615,HD Graphics,512,SSD,0
Asus,Gaming,17.3,32,Windows 10,3.58,68145,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 980M,GeForce,256,SSD,256
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,87858,Touchscreen,Full HD,1920x1080,Intel,Core,i7,1.3,Intel,HD Graphics 615,HD Graphics,256,SSD,0
